Title,Genres
Tamasha,"Comedy,Drama,Romance"
Just Another Love Story,"Crime,Drama,Thriller"
Quartet,"Comedy,Drama"
Dil Chahta Hai,"Comedy,Drama,Romance"
Bikram: Yogi Guru Predator,"Documentary,Crime"
Dolphin Tale 2,"Drama,Family"
No One Killed Jessica,"Biography,Crime,Drama,Thriller"
I Am Bolt,"Documentary,Biography,Sport"
Evolution,"Comedy,Sci-Fi"
BuyBust,"Action,Thriller"
Advantageous,"Drama,Family,Sci-Fi"
The Iron Lady,"Biography,Drama"
Son of a Gun,"Action,Crime,Drama,Thriller"
Rugrats in Paris: The Movie,"Animation,Adventure,Comedy,Family,Romance"
On My Skin,"Biography,Drama"
Sweetheart,"Adventure,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller"
Raees,"Action,Crime,Drama"
The Rover,"Action,Crime,Drama,Sci-Fi"
Paan Singh Tomar,"Action,Biography,Crime,Sport,Thriller"
The Other Side of the Wind,Drama
The Garden of Words,"Animation,Drama,Romance"
The Legend of 420,"Documentary,Comedy"
Let It Fall: Los Angeles 1982-1992,"Documentary,History"
Manto,"Biography,Drama"
Rainbow,Drama
Walking Out,"Adventure,Drama,Thriller"
Holy Hell,"Documentary,Drama"
After,"Drama,Romance"
Jersey Boys,"Biography,Drama,Music,Musical"
Flavors of Youth,"Animation,Drama,Romance"
Nappily Ever After,"Comedy,Drama,Romance"
Final Destination 3,"Horror,Thriller"
To Wong Foo Thanks for Everything! Julie Newmar,"Comedy,Drama"
Elizabeth: The Golden Age,"Biography,Drama,History,War"
37 Seconds,Drama
A Futile and Stupid Gesture,"Biography,Comedy"
The Green Hornet,"Action,Comedy"
Dear John,"Drama,Romance,War"
Heroin(e),"Documentary,Short"
Guzaarish,Drama
Imperial Dreams,Drama
Between Two Ferns: The Movie,Comedy
13 Sins,"Horror,Thriller"
Kiss the Girls,"Crime,Drama,Mystery,Thriller"
Newness,"Drama,Romance"
Mr. Roosevelt,Comedy
Justin Timberlake + The Tennessee Kids,"Documentary,Music"
Battle: Los Angeles,"Action,Sci-Fi"
Hondros,"Documentary,Biography,War"
When We First Met,"Comedy,Fantasy,Romance"
(T)ERROR,Documentary
Kuch Kuch Hota Hai,"Comedy,Drama,Musical,Romance"
Trailer Park Boys: The Movie,"Comedy,Crime"
G.O.R.A.,"Adventure,Comedy,Sci-Fi"
Phantom Boy,"Animation,Action,Adventure,Family,Fantasy,Sci-Fi"
Survivor's Guide to Prison,Documentary
Transcendence,"Action,Drama,Sci-Fi,Thriller"
Jagga Jasoos,"Action,Adventure,Comedy,Musical,Mystery"
The Perfect Date,"Comedy,Romance"
A Fortunate Man,Drama
Kahaani,"Mystery,Thriller"
Andaz Apna Apna,"Action,Comedy,Family,Romance"
Let It Snow,"Comedy,Romance"
Middle School: The Worst Years of My Life,"Comedy,Family"
The Little Hours,"Comedy,Romance"
Aval,Horror
The Unknown Known,"Documentary,Biography,History,War"
Kahlil Gibran's The Prophet,"Animation,Drama"
The Princess Switch,Romance
The Blackcoat's Daughter,"Horror,Mystery,Thriller"
What We Started,Documentary
Let There Be Light,"Drama,Fantasy,Horror,Mystery,Thriller"
Into the Forest,"Drama,Horror,Sci-Fi,Thriller"
God Knows Where I Am,"Documentary,Biography,Drama,History,Mystery"
Stuart Little 2,"Animation,Adventure,Comedy,Family,Fantasy"
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,"Documentary,Music"
Sand Storm,Drama
From Paris with Love,"Action,Crime,Thriller"
Luck by Chance,Drama
I Am Jane Doe,Documentary
Pee-wee's Big Holiday,"Comedy,Family"
Promised Land,Drama
Carrie Pilby,"Comedy,Drama"
Seeing Allred,Documentary
Goldstone,"Crime,Thriller"
The Signal,"Drama,Mystery,Sci-Fi,Thriller"
The Red Sea Diving Resort,"Drama,History,Thriller"
Self/less,"Action,Mystery,Sci-Fi,Thriller"
The Burial of Kojo,"Drama,Thriller"
Horse Girl,"Drama,Mystery,Thriller"
Headshot,"Action,Crime,Thriller"
Joan Didion: The Center Will Not Hold,Documentary
Circle,"Drama,Horror,Mystery,Sci-Fi,Thriller"
Chris Rock: Tamborine,Comedy
The Monster,"Drama,Fantasy,Horror"
Sergio,"Biography,Drama,History,Romance"
The C Word,"Comedy,Drama"
John Mulaney: New in Town,Comedy
In the Shadow of the Moon,"Crime,Mystery,Sci-Fi,Thriller"
Mirror Mirror,"Adventure,Comedy,Drama,Family,Fantasy"
Hasee Toh Phasee,"Comedy,Romance"
Bhavesh Joshi Superhero,"Action,Drama"
Brooklyn's Finest,"Crime,Drama,Thriller"
Wakefield,Drama
Wish I Was Here,"Comedy,Drama"
Lu Over the Wall,"Animation,Adventure,Comedy,Family,Fantasy,Music"
Man of Tai Chi,"Action,Drama"
Comedian,"Documentary,Comedy"
Alive and Kicking,Comedy
The Secret,"Crime,Drama,Horror,Mystery,Thriller"
Louis C.K.: Hilarious,Comedy
Notes on Blindness,"Documentary,Drama"
The Kissing Booth,"Comedy,Romance"
Horns,"Comedy,Crime,Drama,Fantasy,Mystery,Thriller"
Emelie,"Horror,Thriller"
Best Worst Thing That Ever Could Have Happened...,Documentary
Go!,"Comedy,Crime"
First Match,"Drama,Sport"
Grass is Greener,Documentary
The Short Game,"Documentary,Sport"
Sunday's Illness,Drama
Ten Years,"Comedy,Drama,Romance"
Chicken Little,"Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi"
Kicking and Screaming,"Comedy,Family,Romance,Sport"
The Ravenous,"Documentary,Short"
Animal World,"Animation,Adventure,Comedy,Family,Fantasy"
Michelle Wolf: Joke Show,Comedy
Kevin Hart: Let Me Explain,"Documentary,Comedy"
Fun with Dick and Jane,"Comedy,Crime"
Seoul Searching,"Comedy,Drama,Music,Romance"
The Keeping Hours,"Drama,Fantasy,Horror,Mystery,Thriller"
Kickboxer: Retaliation,"Action,Drama"
Weed the People,Documentary
Time Share,"Drama,Horror,Mystery"
Johnny English Reborn,"Action,Adventure,Comedy,Crime"
Fire in the Blood,"Documentary,History"
Dil Dhadakne Do,"Comedy,Drama,Romance"
6 Days,"Action,Drama,History,Thriller"
Morris from America,"Comedy,Drama,Romance"
Joshua: Teenager vs. Superpower,Documentary
Highway,"Crime,Drama,Romance"
Sweet Virginia,"Drama,Thriller"
Chloe,"Drama,Mystery,Romance,Thriller"
Manson Family Vacation,"Comedy,Drama,Thriller"
Benji,"Crime,Drama,Family"
Roll Red Roll,"Documentary,Crime"
All About Nina,"Comedy,Drama,Romance"
Heartbreakers,"Comedy,Crime,Romance"
Mercury 13,Documentary
Kevin Hart: What Now?,"Documentary,Comedy"
Michael Bolton's Big Sexy Valentine's Day Special,"Comedy,Music,Musical,Romance"
All Day and a Night,Drama
ARQ,"Action,Sci-Fi,Thriller"
Nighthawks,"Action,Crime,Thriller"
Quién te cantará,"Drama,Music,Mystery"
Romeo Must Die,"Action,Crime,Thriller"
Love Off the Cuff,Romance
47 Meters Down,"Adventure,Drama,Horror,Thriller"
Udaan,Drama
Barakah Meets Barakah,"Comedy,Romance"
Ghost Rider,"Action,Fantasy,Thriller"
FYRE: The Greatest Party That Never Happened,"Documentary,Music"
Cardboard Gangsters,"Crime,Drama"
Khosla Ka Ghosla!,"Comedy,Crime,Drama"
Sierra Burgess Is a Loser,"Comedy,Drama,Romance"
Same Kind of Different as Me,"Biography,Drama"
Cult of Chucky,"Comedy,Fantasy,Horror,Thriller"
Tremors 2: Aftershocks,"Action,Comedy,Horror,Sci-Fi,Thriller"
May the Devil Take You,Horror
Invader ZIM: Enter the Florpus,"Animation,Action,Adventure,Comedy,Family,Sci-Fi"
Dovlatov,"Biography,Drama"
Jupiter Ascending,"Action,Adventure,Sci-Fi"
The Occupant,"Drama,Thriller"
Shutter,"Horror,Mystery,Thriller"
E-Team,Documentary
Class Rank,"Comedy,Family,Romance"
Wildling,"Drama,Fantasy,Horror,Thriller"
Velvet Buzzsaw,"Horror,Mystery,Thriller"
Win It All,Comedy
Sprinter,"Drama,Sport"
Palm Trees in the Snow,"Drama,Romance"
Nacho Libre,"Comedy,Family,Sport"
Chasing Trane,"Documentary,Biography,Music"
Lady J,"Drama,Romance"
Voyeur,"Drama,Romance"
The Breaker Upperers,Comedy
Dinner for Schmucks,Comedy
Mike Birbiglia: My Girlfriend's Boyfriend,"Documentary,Comedy,Romance"
School Daze,"Comedy,Drama,Musical"
The Knight Before Christmas,"Adventure,Comedy,Drama,Fantasy,Romance"
Mitt,"Documentary,Biography,Family,News"
Terrifier,"Horror,Thriller"
Resident Evil: Afterlife,"Action,Adventure,Fantasy,Horror,Sci-Fi,Thriller"
Conor McGregor: Notorious,"Documentary,Biography,Sport"
Khoobsurat,"Comedy,Romance"
Game Over,"Adventure,Comedy,Drama,Family,Romance,Sport"
The Ballad of Lefty Brown,"Action,Drama,Western"
Main Hoon Na,"Action,Comedy,Drama,Musical,Romance,Thriller"
The Untold Tales of Armistead Maupin,Documentary
The Space Between Us,"Drama,Romance,Sci-Fi"
The Physician,"Adventure,Drama,History"
Karthik Calling Karthik,"Drama,Mystery,Thriller"
Ginger & Rosa,Drama
White Girl,"Crime,Drama"
The Time Machine,"Action,Adventure,Sci-Fi"
Look Who's Back,"Comedy,Drama,Fantasy"
Ellen DeGeneres: Relatable,Comedy
Kabhi Alvida Naa Kehna,"Drama,Romance"
The Drug King,"Action,Crime,Drama"
Long Time Running,"Documentary,Music"
Maps to the Stars,"Comedy,Drama"
Lovesong,"Drama,Romance"
Looney Tunes: Back in Action,"Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi"
Homecoming: A Film by Beyoncé,"Documentary,Music"
A Christmas Prince,"Comedy,Family,Romance"
Occupation,"Action,Drama,Sci-Fi"
Marc Maron: Too Real,Comedy
Steal a Pencil for Me,"Documentary,Romance"
Faith Hope & Love,"Comedy,Romance"
The Bling Ring,"Biography,Crime,Drama"
Pokémon the Movie: The Power of Us,"Animation,Action,Adventure,Family,Fantasy"
Chronicle of an Escape,"Crime,Thriller"
The Tourist,"Action,Adventure,Crime,Mystery,Romance,Thriller"
God of War,"Action,Adventure,Drama,Fantasy,Mystery,Sci-Fi"
Menashe,Drama
Lez Bomb,"Comedy,Drama"
National Bird,Documentary
System Crasher,Drama
The 36th Chamber of Shaolin,"Action,Adventure,Drama"
What a Girl Wants,"Comedy,Drama,Family,Romance"
Candy Jar,Comedy
He Named Me Malala,Documentary
Te3n,"Drama,Mystery,Thriller"
Race to Witch Mountain,"Action,Adventure,Family,Fantasy,Sci-Fi,Thriller"
A Gray State,Documentary
Chupke Chupke,"Comedy,Drama,Romance"
The Land of Steady Habits,"Comedy,Drama"
A Night at the Roxbury,"Comedy,Music,Romance"
Neon Genesis Evangelion: Death and Rebirth,"Animation,Action,Drama,Mystery,Sci-Fi,Thriller"
My Big Night,Comedy
Song for Marion,"Comedy,Drama,Music,Romance"
The Discovery,"Drama,Romance,Sci-Fi,Thriller"
The Laundromat,"Comedy,Crime,Drama,History"
Gol Maal,"Comedy,Romance"
Lifechanger,"Drama,Fantasy,Horror,Thriller"
Would You Rather,"Horror,Thriller"
The Butterfly's Dream,"Biography,Drama,History,Romance"
Vizontele,"Comedy,Drama"
Hasan Minhaj: Homecoming King,Comedy
Una,"Drama,Romance"
Bethany Hamilton: Unstoppable,"Documentary,Sport"
Alone in Berlin,"Drama,History,War"
Dhobi Ghat,Drama
Burning Sands,Drama
The Great Hack,Documentary
We Are Your Friends,"Drama,Music,Romance"
Barry,"Action,Comedy,Crime,Drama"
John Mulaney: The Comeback Kid,Comedy
The Rugrats Movie,"Animation,Adventure,Comedy,Drama,Family,Musical"
Bill Burr: You People Are All The Same,Comedy
Bill Nye: Science Guy,Documentary
Hit & Run,"Action,Comedy"
Kabir Singh,"Crime,Drama,Romance"
The Most Unknown,Documentary
Mean Dreams,Thriller
Ali Wong: Hard Knock Wife,Comedy
Trophy,Documentary
Dream Big: Engineering Our World,"Documentary,Short"
Toilet - Ek Prem Katha,"Comedy,Drama"
Pope Francis: A Man of His Word,"Documentary,Biography"
68 Kill,"Comedy,Crime,Romance,Thriller"
Head On,"Drama,Romance"
Berserk: The Golden Age Arc II - The Battle for Doldrey,"Animation,Action,Adventure,Fantasy,Horror"
Waar,"Action,Crime,Drama,Thriller"
14 Blades,"Action,History,Thriller"
Live Twice Love Once,"Comedy,Drama"
Triple Threat,"Action,Thriller"
Earth to Echo,"Adventure,Family,Sci-Fi"
Buster's Mal Heart,"Drama,Mystery,Thriller"
1000 Rupee Note,Drama
40 Days and 40 Nights,"Comedy,Romance"
Taylor Swift: Reputation Stadium Tour,"Documentary,Music"
Hannibal Buress: Comedy Camisado,Comedy
Tokyo Idols,"Documentary,Music"
Bhool Bhulaiyaa,"Comedy,Horror,Mystery,Thriller"
Dev.D,"Drama,Romance"
John Mulaney & The Sack Lunch Bunch,"Comedy,Family,Musical"
Eli,"Drama,History"
City of Joy,Drama
Beyond Skyline,"Action,Adventure,Horror,Sci-Fi,Thriller"
Ninja Assassin,"Action,Thriller"
As Above So Below,"Horror,Mystery,Thriller"
The Oath,"Crime,Drama"
The Cloverfield Paradox,"Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller"
Concussion,"Biography,Drama,Sport"
Little Monsters,"Comedy,Horror"
Dil Se..,"Drama,Romance"
Berserk: The Golden Age Arc III - The Advent,"Animation,Action,Adventure,Fantasy,Horror"
The Core,"Action,Adventure,Sci-Fi,Thriller"
2 States,"Comedy,Drama,Romance"
The Rum Diary,"Comedy,Drama"
Being AP,"Documentary,Sport"
6 Balloons,Drama
Q Ball,Documentary
Knock Down the House,Documentary
Soorma,"Biography,Drama,Sport"
EMO the Musical,"Comedy,Music,Musical"
Abducted in Plain Sight,"Documentary,Crime,Drama,Thriller"
Secret in Their Eyes,"Crime,Drama,Mystery,Thriller"
Bon Cop Bad Cop 2,"Action,Comedy,Crime"
Sólo con tu pareja,"Comedy,Romance"
Rustom,"Crime,Drama,Thriller"
The Debt Collector,"Action,Comedy"
Been So Long,"Drama,Musical,Romance"
Rampant,"Action,Horror"
Automata,"Action,Drama,Sci-Fi,Thriller"
A Little Chaos,"Drama,Romance"
Don't Be Afraid of the Dark,"Fantasy,Horror,Thriller"
Paheli,"Comedy,Drama,Fantasy,Musical,Romance"
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Short,Comedy,Music,Sport"
Someone Great,"Comedy,Romance"
Monty Python Live at the Hollywood Bowl,"Documentary,Comedy,Musical"
The 4th Company,"Action,Crime,Drama"
Amanda Knox,"Documentary,Crime"
My Suicide,"Comedy,Drama"
Anon,"Crime,Drama,Mystery,Sci-Fi,Thriller"
Brain on Fire,"Biography,Drama"
Gurgaon,"Crime,Thriller"
A Bad Moms Christmas,Comedy
Scary Movie 2,"Comedy,Horror"
Failure to Launch,"Comedy,Romance"
Set It Up,"Comedy,Romance"
The Golem,"Drama,Horror"
David Brent: Life on the Road,"Comedy,Music"
Waiting for the Hearse,Comedy
Atlantics,"Drama,Mystery,Romance"
Lost Girls,"Drama,Mystery,Thriller"
Lost in London,"Comedy,Drama"
The Force,"Crime,Thriller"
Jonathan,"Drama,Sci-Fi"
Chennai Express,"Action,Comedy"
Berserk: The Golden Age Arc I - The Egg of the King,"Animation,Action,Adventure,Drama,Fantasy,Horror,War"
To the Bone,Drama
Kabali,"Action,Crime,Drama"
Popeye,"Adventure,Comedy,Family,Fantasy,Musical,Romance"
Natsamrat,"Drama,Family"
Get Santa,"Comedy,Family"
Like Father,"Comedy,Drama"
War Machine,"Comedy,Drama,War"
Deidra & Laney Rob a Train,"Comedy,Crime,Drama"
Here Alone,"Drama,Horror,Sci-Fi,Thriller"
Falling Inn Love,"Comedy,Romance"
The Bounty Hunter,"Action,Comedy,Romance"
Feminists: What Were They Thinking?,Documentary
Guess Who,"Comedy,Romance"
Wake Up Sid,"Comedy,Drama,Romance"
Nobody Speak: Trials of the Free Press,Documentary
Bill Burr: Let It Go,Comedy
The Polka King,"Biography,Comedy,Drama"
Initial D,"Action,Comedy,Drama,Romance"
07:19:00,
Happy Anniversary,Comedy
Ultras,Drama
Valentine's Day,"Comedy,Romance"
The Lovers,"Drama,Romance"
Pari,"Fantasy,Horror,Mystery"
Sleepless,"Action,Crime,Thriller"
How to Be a Latin Lover,"Comedy,Drama"
Detour,"Action,Thriller"
Louis C.K.: Live at The Comedy Store,Comedy
Ghosts of Girlfriends Past,"Comedy,Fantasy,Romance"
A Secret Love,Documentary
War on Everyone,"Action,Comedy,Crime"
Lakshya,"Action,Drama,Romance,War"
Juanita,Drama
Equals,"Drama,Romance,Sci-Fi"
The Last Days of Chez Nous,"Comedy,Drama,Romance"
Jaane Tu... Ya Jaane Na,"Comedy,Drama,Romance"
The Bleeding Edge,Documentary
S Is for Stanley,"Documentary,Biography,Drama"
Hot Girls Wanted,Documentary
Rock On!!,"Drama,Music"
Agneepath,"Action,Drama"
Susanne Bartsch: On Top,"Documentary,Biography"
Restless Creature: Wendy Whelan,Documentary
Don,"Action,Crime,Thriller"
Clive Davis: The Soundtrack of Our Lives,Documentary
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"Documentary,Biography,History,Music"
Goosebumps 2: Haunted Halloween,"Adventure,Comedy,Family,Fantasy,Horror"
Boyka: Undisputed IV,"Action,Crime,Drama,Sport,Thriller"
National Parks Adventures,"Documentary,Short"
Sand Castle,"Drama,War"
Can't Help Falling in Love,"Comedy,Drama,Romance"
In the Tall Grass,"Drama,Horror,Mystery,Thriller"
Kevin Hart: Irresponsible,Comedy
The B-Side: Elsa Dorfman's Portrait Photography,Documentary
The Bad Education Movie,Comedy
Marco Polo: One Hundred Eyes,"Short,Action,Drama,History"
Beyond the Clouds,"Drama,Romance"
Below Her Mouth,"Drama,Romance"
Norman Lear: Just Another Version of You,"Documentary,Biography,History"
A Tale of Love and Darkness,"Biography,Drama,History,Mystery,Romance,War"
Godzilla,"Action,Adventure,Sci-Fi,Thriller"
Roxanne Roxanne,"Comedy,Romance"
Raising Cain,"Crime,Drama,Horror,Thriller"
Results,"Comedy,Romance"
Hop,"Animation,Adventure,Comedy,Family,Fantasy"
Toro,"Action,Adventure,Crime,Drama,Thriller"
Reversing Roe,Documentary
Love Likes Coincidences,"Drama,Romance"
The Peacemaker,"Action,Adventure,Thriller"
Money Heist: The Phenomenon,Documentary
Jim Gaffigan: Obsessed,"Documentary,Comedy"
The Final Destination,"Horror,Thriller"
Bleach the Movie: Hell Verse,"Animation,Action,Adventure,Fantasy"
Bo Burnham: Make Happy,"Comedy,Music"
For Colored Girls,Drama
The Heartbreak Kid,"Comedy,Romance"
The Art of the Steal,"Comedy,Crime,Thriller"
Magic Carpet Ride,"Comedy,Drama"
Holiday in the Wild,"Comedy,Drama,Romance"
A-X-L,"Action,Adventure,Family,Sci-Fi,Thriller"
Orbiter 9,"Drama,Romance,Sci-Fi"
For Love or Money,"Comedy,Drama,Romance"
The Package,"Comedy,Thriller"
Satan & Adam,"Documentary,Music"
Gantz:O,"Animation,Action,Drama,Fantasy,Horror,Sci-Fi,Thriller"
Detective Dee: The Four Heavenly Kings,"Action,Adventure,Drama,Fantasy"
Tau,"Sci-Fi,Thriller"
The Tiger Hunter,Comedy
The Body Remembers When the World Broke Open,Drama
Jenny Slate: Stage Fright,"Comedy,Reality-TV"
Tusk,"Comedy,Drama,Horror"
Gemini,"Drama,Horror,Thriller"
Little Evil,"Comedy,Horror"
Tom Segura: Mostly Stories,Comedy
The Student,Thriller
My Entire High School Sinking Into the Sea,"Animation,Comedy,Drama"
Pokémon the Movie: I Choose You!,"Animation,Action,Adventure,Family,Fantasy"
What the Health,Documentary
Bo Burnham: What.,"Comedy,Music"
Frankenstein's Monster's Monster Frankenstein,"Short,Comedy"
Mine,"Drama,Fantasy,Thriller,War"
Tremors 3: Back to Perfection,"Action,Comedy,Horror,Sci-Fi,Thriller"
Jim Gaffigan: Mr. Universe,"Documentary,Comedy"
God's Not Dead,Drama
Jim Gaffigan: Beyond the Pale,"Documentary,Comedy"
Don't Go Breaking My Heart,Romance
Zero,"Comedy,Drama,Romance"
24 Hours to Live,"Action,Sci-Fi,Thriller"
Dream Boat,Documentary
A Family Man,Drama
The Outsider,"Crime,Drama,Fantasy,Mystery,Thriller"
Into the Inferno,Documentary
The Nutcracker and the Four Realms,"Adventure,Family,Fantasy"
Frank & Lola,"Crime,Drama,Romance,Thriller"
The Super,"Horror,Mystery,Thriller"
Adventures in Public School,Comedy
Lust Stories,"Drama,Romance"
A Very Murray Christmas,"Comedy,Music,Musical"
Four Sisters And A Wedding,"Comedy,Drama"
The Trust,"Crime,Horror,Mystery,Thriller"
Struggle: The Life and Lost Art of Szukalski,Documentary
Dean,"Comedy,Drama,Romance"
Ek Ladki Ko Dekha Toh Aisa Laga,"Comedy,Drama,Romance"
In Darkness,"Mystery,Thriller"
Rowdy Rathore,Action
Secret,"Drama,Fantasy,Music,Mystery,Romance"
Girl on the Third Floor,"Drama,Horror,Mystery"
Mindhorn,Comedy
WHAT DID JACK DO?,"Short,Comedy,Crime,Drama,Fantasy,Music,Mystery,Thriller"
Dangerous Lies,"Drama,Mystery,Thriller"
Panipat,"Action,Drama,History,War"
13 Cameras,"Crime,Drama,Horror,Thriller"
SampleThis,"Documentary,Music"
Come and Find Me,Thriller
Cirque du Freak: The Vampire's Assistant,"Action,Adventure,Fantasy,Thriller"
An Interview with God,"Drama,Mystery"
Naruto the Movie: Ninja Clash in the Land of Snow,"Animation,Action,Adventure,Comedy"
Naruto Shippuden the Movie,"Animation,Action,Adventure,Family,Fantasy"
My Ex & Whys,Drama
Naruto Shippuden the Movie: Bonds,"Animation,Action,Fantasy"
The Rachel Divide,Documentary
Berlin Calling,"Comedy,Drama,Music"
Teefa in Trouble,"Action,Comedy,Crime,Romance"
